"0.000000","RT @FemalePains: 2016: trump wont win 2017: trump cant do that 2018: this is your emergency broadcast system announcing commencement of the"
"-0.497996","RT @psychaux: watch this video 5 times and trump will lose 1000 votes https://t.co/vGcNjbW33i"
"0.184443","RT @larryelder: Headline: "Trump Knows Nothing About #AltonSterling or #Philando Castile" Unlike Obama, maybe he wants facts first. Too bad"
"0.045272","RT @Always_Trump: DISGRACE: You know his motivation because he SAID his motivation. That's what words are for. #Disgrace #Trump https://t.c"
"0.950000","So many Trump supporters what is this world"
"0.514060","RT @Cernovich: I told y'all to be patient. Trump is a momentum player. He's making moves that only a few see right now. Trumpmentum coming."
"0.627106","RT @successnnamdi4: #BIAFRANS THERE IS HOPE, BECAUSE I BELIEVE WITH PUTIN OF RUSSIA & TRUMP OF AMERICA WE WILL BE FREE @ LAST. I LOV THEM @"
"0.000000","RT @toomuchnoise: Survey: Why do you consider yourself to be part of the #NeverTrump cause? (my partial answer) #Trump @NeverTrump https://"
"0.000000","If you want to put the FEAR OF GOD INTO THE GOVERNMENT FOR REAL UNITY BETWEEN AFRICAN AMERICANS & WHITES VOTE TRUMP! https://t.co/hwpL6HQzlf"
"0.000000","RT @lhouse2: #GaryJohnson Leads #DonaldTrump Among #YoungVoters in New Pew Research Poll via The Libertarian Vindicator  For... https://t.c"
"0.203229","Bernie's a scam artist. Stop believing in him leftists. Vote for Trump if you still have critical thinking skills. https://t.co/8r4bw65Xbx"
"0.000000","24 Hours After The Shooting In Dallas, Trump Posts Heartbreaking News https://t.co/5uYHED9V9d"
"0.950000","RT @SondraZiegler: Lubbock GOP Delegate Fighting Trump Nomination https://t.co/h4gcDuu8KO via @One_News_Page #FREETHEDELEGATES"
"0.398397","RT @ernieHHI: https://t.co/TbAVNGlUgU   @realDonaldTrump Throws Brilliant Curve In Veep Search. YES! #TrumpFlynn2016  NEWT G - WhiteHouse"
"0.000000","The # #BlackLivesMatter may just be what stops @realDonaldTrump from becoming president."
"0.950000","RT @ClassicPict: Donald Trump v Adolf Hitler https://t.co/TJBmi50MhX"
"-0.098246","RT @MrDane1982: Donald Trump Rally.This is the face of disgust and hate for another human being. I see satan in this woman's face. https://"
"0.313110","#Hypocrisy at its best. #Trump #MakeAmericaGreatAgain #IvankaTrump #Deception #Fashion #FashionBusiness #MadeInChina https://t.co/efLTHlCu1p"
"0.950000","@BakerTayler this is why Trump is winning."
"-0.950000","I have different reasons for disliking trump than your average politician. https://t.co/zRK3GTWpoX"
"-0.950000","one of my locals just retweeted donald trump i have never unfollowed someone so fast https://t.co/sOYghPhNir"
"0.950000","RT @ClassicPict: Donald Trump v Adolf Hitler https://t.co/TJBmi50MhX"
"0.000000","RT @Reuters: Trump looks at retired general Flynn as possible running mate https://t.co/7DeIbesn6B https://t.co/d36OMGcyRP"
"0.000000","RT @realpolitics7: Ironically the people who cry about no jobs are the ones upset because Trump will put their butts to work. https://t.co/"
"0.000000","RT @JeffBenton77: Live Feed from #Dallas PD HQ's under threat NOW!!!! @realDonaldTrump @CassieLeuffen @OANN https://t.co/XEgjbUYt3g"
"-0.950000","RT @drummike2012: John Fugelsang on racism and Donald Trump #NeverTrump #VoteBlue #UniteBlue https://t.co/aMVpYCCBc4"
"0.950000","RT @R_Singer1: @georgefenneman @stockguy61 If Trump believes in the 2nd amendment then guns should be allowed at the GOP CONVENTION https:/"
"0.950000","RT @lorischovanec: Trump is the only one who has stood up for our officers all along stop the divide wake up America vote Trump https://t.c"
"-0.424934","RT @Jx60z: I might hate them more than I hate Donald Trump https://t.co/6ApDVar5xJ"
"-0.663994","RT @stephanweichert: The 239 People, Places and Things Donald Trump Has Insulted on Twitter: A Complete List https://t.co/jLP5BEMWS0"
"-0.362179","@frankbaron69 @normmacdonald Are you talking about when @realDonaldTrump was on Stern and said he would "date" her if she wasn't related?"
"-0.950000","In An Open Letter, Trumps Alma Mater Condemns Him and His Message of Hate #Wharton https://t.co/skjiJ3Tn6h"
"0.000000","RT @30SecondsFight: When Trump sees an illegal immigrant https://t.co/0ClV56jqjy"
"-0.424934","RT @Jx60z: I might hate them more than I hate Donald Trump https://t.co/6ApDVar5xJ"
"0.358557","RT @DanScavino: "I don't have time for political correctness and neither does this country." @realDonaldTrump  #Trump2016 #ImWithYou https:"
"0.000000","RT @iChrisCoon: How freaking creepy would it look if Donald Trump were doing this to a baby https://t.co/hilbAELsPZ"
"-0.469643","RT @pepethecynic: @realdonaldtrump THE MEDIA LIES ARE SO DISGUSTING!!! REAL AMERICA SUPPORTS YOU 100%! #TrumpTrain https://t.co/A7mLol7Igp"
"-0.950000","RT @RogerJStoneJr: The insidious plan to cheat @realDonaldTrump at the Republican National Convention https://t.co/S0ijIBZCvN https://t.c"
"0.497996","RT @AtlTeaPartyLove: To those who say Trump is a Racist.. Try again. Under common core system, you have unlimited chances to get it right h"
"0.000000","RT @realDonaldTrump: Due to the horrific events taking place in our country, I have decided to postpone my speech on economic opportunity-"
"0.000000","RT @KingTrillaX: WE DON'T WANT HILARY OR TRUMP"
"0.950000","RT @TheOnion: This Week Last Year: Trump Tells Iowa Dairy Farmers He Has Cows 500 Times Bigger Than Theirs https://t.co/8GmsVy1OZq https://"
"0.950000","RT @Slate: This Reagan administration official has had it with Donald Trump and the GOP: https://t.co/u58ETBTOWI https://t.co/3R40t6g715"
"0.424934","So after cussing my white friends out over Trump they decided not to invite me back for fantasy football this year. "
"-0.663994","@Phibear94 @gnpwdrandlead it appears that way. People who do not vote for Donald reassure this."
"-0.712851","RT @ShieldMaiden88: BLM: Hacked Messages Show Plans 4 "Shutting Down GOP Convention" "And "Martial Law" https://t.co/55NVjJ3R8Y via @100per"
"-0.929592","RT @hoodsonco: Our next president, The Donald, playing Tennis against Serena Williams. #MAGA https://t.co/eCDJ9ImfDY"
"0.000000","RT @Reuters: Trump looks at retired general Flynn as possible running mate https://t.co/7DeIbesn6B https://t.co/d36OMGcyRP"
"0.000000","RT @heytana: This is why I  @realDonaldTrump so much, he not scripted or staged he does things instinctively! @serenawilliams https://t."
"-0.531195","RT @MamaBear4Cruz: @willdit @Depasquallers @ErinRehman @mosby2011 and he funded her afterwards. But, would you consider this evil? https://"
"0.302148","RT @JacloPac: #Trump: "We need to make America Safe" fancy words from the instigator of hate. The unequivocal liar of the year! https://t.c"
"0.950000","RT @NYMag: How Hitlers rise to power explains why Republicans accept Donald Trump, by @jonathanchait: https://t.co/dLBVPLubu3 https://t.co"
