"0.796793","RT @ShannonPoe: Oh good, submit the Soros funded Democrat think tank! Bravo!! https://t.co/EjKFgG5d0x"
"-0.950000","Op-Ed Columnist: The Clinton Contamination - https://t.co/Du4Q5zI7wp https://t.co/MUgJ6UX0wO"
"0.926707","RT @HillaryClinton: Congrats, @serenawilliams on your record-tying 22nd Grand Slam title! #Wimbledon https://t.co/MAqtFwyM0R"
"0.000000","RT @sunlorrie: Imagine if this had gone to a jury: Poll: 54 % of Voters Think FBI Should have Criminally Indicted Hillary Clinton https://t"
"-0.950000","RT @WeNeedTrump: RETWEET if you believe the Hillary Clinton email case was rigged. https://t.co/a6apNzyTB0"
"-0.950000","RT @brithume: The Fatal Flaws in Comeys Theory of Why... https://t.co/jWqLyZLTvc"
"0.000000","RT @baalter: ABSOLUTE MUST READ: Ex-DOJ Attorney: FBI Didn't Tank Hillary's Case, the DOJ Did https://t.co/5F7hPbRVM2 via @injo"
"0.000000","RT @RogerJStoneJr: No @HillaryClinton , @danney_williams life matters #ClintonKid https://t.co/zBTjhQ6jXt"
"-0.114922","RT @wnuwoo: YALL SEE THIS. BERNIE WANTED TO MAKE A DIFFERENCE BUT YALL OVER HERE VOTIN FOR HILLARY CUZ SHE A FEMALE. I HATE YALL https://t."
"-0.424934","RT @AndreaWeslien: @Thomas1774Paine @marylene58 Believe Comey is a victim of a vicious OBAMA/CLINTON pit bull regime that will kill to get"
"-0.950000","Op-Ed Columnist: The Clinton Contamination - https://t.co/VrAhKXNpMS https://t.co/CLOdV4PlCI"
"0.950000","(AP) IRAQI PM SEEKS NEIGHBORS' SUPPORT TO STAY IN POWER https://t.co/tzXjJzaPMQ"
"0.950000","Hillary Clinton loves the idea of appointing Obama to Supreme Court - https://t.co/DGTtYCwJsj - @washtimes, I'll bet she does!"
"0.950000","RT @NashRamblers: @HillaryClinton Tell me when you get to the part that says thou shalt not lie."
"0.000000","RT @localblackgirl: how you gonna subtweet yourself https://t.co/5a4u8euSVg"
"-0.950000","RT @pappa55: Marine Who Sent Classified Email to Save Fellow Marines Will Use Hillary Clinton to Demonstrate lack of https://t.co/owPQe5dMeG"
"-0.950000","RT @bfraser747: WAKE UP AMERICA   Careless  Criminal   Reckless   Corruption   Lyin' Crooked Hillary  Untrustworthy https:"
"-0.066399","RT @steve0423: Truth is coming out! Clinton Foundation completely exposed, involves entire US govt! #tcot #ccot  https://t.co/Y8UCb7IyhH"
"-0.896392","RT @JohnFromCranber: #Hillary Laid Out Her Plan to Defeat ISIS. We're Supposed to Believe You're Gonna Fix Problem You/'O' Created? #tcot h"
